,developer,release_date,price
4212,Evan (Solidplasma) Peiperl,2015,0.0
4213,"Evan Hatampour,K.Song Tan,Anton Kagounkin Magdalina,Stuart Hwang,Mike VanPeursem",2017,0.0
4214,"Evan Peiperl,Brianna Livesay",2017,1.0
4215,Evan Todd,2015,0.3333333333333333
4216,Evan Tognotti,2014,0.0
4217,Evan Tognotti,2015,1.0
4218,Evan Wagstaff,2016,0.0
4219,Event Horizon,2017,0.5
4220,Everglow Interactive Inc.,2017,0.0
4221,Evergreen,2015,0.0
4222,Evergreen,2016,0.0
4223,Everlasting Fantasy,2016,0.0
4224,Evermore Game Studios,2016,0.0
4225,Eversim,2014,0.0
4226,Eversim,2015,0.0
4227,Eversim,2016,0.0
4228,Eversim,2017,0.0
4229,Every Single Soldier,2015,0.0
4230,Every Single Soldier,2017,0.0
4231,"Every Single Soldier,Retro Epic",2017,0.0
4232,Everything Unlimited Ltd.,2015,0.0
4233,Evgenii Gubanov,2016,0.0
4234,Evgeniy Alemzhin,2017,0.0
4235,"Evgeniy Psarev,Alexey Irhin,Dmitry Ryabchunov",2018,0.0
4236,"Evgeny Apel,Pavel Rodionov,Ivan Ilchenko",2017,0.0
4237,Evgeny Osmet,2017,0.0
4238,"Evgeny Osmet,.ez Games",2017,0.0
4239,Evgeny Petrov,2017,0.0
4240,"Evgeny Shcherbakov,Denis Ovsyannikov",2016,0.0
4241,"Evgeny Shcherbakov,Matvey Sakharovskiy",2015,0.0
4242,Evgiz,2017,0.0
4243,Evil Aliens,2015,0.0
4244,Evil Games,2017,0.0
4245,Evil Indie Games,2016,0.0
4246,Evil Tortilla Games,2015,0.0
4247,Evil Tortilla Games,2017,0.0
4248,Evil Twin Artworks,2014,0.0
4249,Evil Twin Artworks,2016,0.0
4250,Evil Twin Artworks,2017,0.0
4251,EvilCoGames,2017,0.25
4252,EvilGames,2017,0.0
4253,Evilized Productions,2014,0.0
4254,Evoluta Studio,2017,0.0
4255,Evolution Software,2016,0.0
4256,Evolutionary Games,2014,0.0
4257,Evradan,2017,0.0
4258,Ex Nihilo,2013,0.0
4259,ExDream GmbH,2012,0.0
4260,ExViRe,2017,0.0
4261,Exalted Guy Interactive,2016,0.0
4262,Examined Interactive,2017,0.0
4263,Exato Game Studios,2015,0.0
4264,Exato Games Studio,2013,0.0
4265,Exato Games Studio,2014,0.0
4266,Excalibur,2014,0.0
4267,Excalibur,2016,0.0
4268,Excalibur Publishing,2014,0.5
4269,Exciting Game,2017,0.0
4270,ExclexGame,2017,0.0
4271,Exe Create Inc.,2016,0.0
4272,Exe Create Inc.,2017,0.0
4273,Exe Games Inc.,2012,1.0
4274,Exe Games Inc.,2014,0.0
4275,Exe Games Inc.,2015,0.0
4276,Exkee,2010,0.0
4277,Exkee,2014,0.0
4278,Exodus Software,2017,0.0
4279,Exor Studios,2012,0.0
4280,Exor Studios,2013,0.0
4281,Exor Studios,2014,0.0
4282,Exordium Games,2015,0.5
4283,Exordium Games,2016,0.0
4284,Exordium Games,2017,0.0
4285,Exozet,2017,1.0
4286,Exozet Games,2017,0.0
4287,Expansive Worlds,2017,0.5
4288,"Expansive Worlds,Avalanche Studios",2014,0.25
4289,"Expansive Worlds,Avalanche Studios",2015,0.0
4290,"Expansive Worlds,Avalanche Studios",2017,0.25
4291,Expect Studio,2017,1.0
4292,ExperaGameStudio,2016,0.0
4293,ExperaGameStudio,2017,0.5
4294,Experience Inc.,2016,0.0
4295,Experimental Gamer Studios,2014,0.0
4296,Experimental Gamer Studios,2015,0.0
4297,Experimental Gamer Studios,2017,0.0
4298,Exploding Tuba Studios,2017,0.0
4299,Explosive LLC,2016,0.0
4300,Exquisite Games,2016,0.0
4301,Extarzz Team,2017,1.0
4302,Extend Mode,2016,0.0
4303,Extend Studio,2011,0.0
4304,Extend Studio,2012,0.0
4305,Extend Studio,2014,0.0
4306,Extent5,2017,1.0
4307,ExtinctionArts,2017,0.0
4308,Extreme Developers,2016,0.0
4309,Extreme Developers,2017,1.0
4310,Extrokold Games,2015,0.0
4311,EyeSpyda Games,2015,0.0
4312,Eyebrow Interactive,2012,0.0
4313,Eyebrow Interactive,2017,0.0
4314,Eyedentity Games Inc.,2012,1.0
4315,Eyemobi Ltd.,2016,0.0
4316,Eyzi,2015,0.5
4317,Eyzi,2017,0.0
4318,Ezalbot,2017,0.0
4319,Ezekiel Rage,2017,0.0
4320,Ezzat Studios,2015,0.0
4321,"F.U.U.M. Co., Ltd.",2017,1.0
4322,FAKT Software Gmbh,2014,0.0
4323,"FAT BOMB STUDIOS, LLC",2015,0.0
4324,FCS - Football Team,2017,0.0
4325,FIREBEAST,2016,0.0
4326,FIVE-BN GAMES,2015,0.25
4327,FIVE-BN GAMES,2016,0.5
4328,FIVE-BN GAMES,2017,0.25
4329,FIVE12 GAMES LTD,2017,0.0
4330,"FIX Korea, Co.LTD,FIX Games, Co. LTD",2013,1.0
4331,"FK Digital,Arc System Works",2017,0.0
4332,"FK Digital,Flyhigh Works",2016,0.0
4333,FLAT12,2016,0.0
4334,FLEB,2016,0.0
4335,FLYNET STUDIOS,2016,0.0
4336,FNGames,2013,1.0
4337,FOAM Entertainment,2016,0.0
4338,"FOO VR, Inc.",2017,0.5
4339,FRENCH-BREAD,2016,0.0
4340,FS FlightControl,2017,0.0
4341,FS2Crew,2015,0.0
4342,FS2Crew,2017,0.0
4343,FSAddon Publishing,2015,0.0
4344,FSDG Online,2015,0.0
4345,FSDG Online,2016,0.0
4346,FUN Creators,2014,0.0
4347,FURYU Coporation,2017,0.0
4348,FURYU Corporation,2017,0.0
4349,FX Bilodeau,2017,0.0
4350,FX Games,2017,1.0
4351,FX Games Media,2016,1.0
4352,FYRE Games,2016,1.0
4353,Fabian Jarrett,2015,1.0
4354,Fabio Biancarelli,2017,0.0
4355,Fabio Cunha,2017,0.0
4356,Fabio Ferrara,2014,0.0
4357,Fabio Ferrara,2016,0.25
4358,Fabio Ferrara,2017,0.0
4359,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",2016,1.0
4360,"Fabio Ferrara,Fabio Mosca,Giulia Airoldi",2016,0.5
4361,"Fabio Ferrara,Giulia Airoldi",2015,0.0
4362,"Fabio Ferrara,Giulia Airoldi",2016,0.0
4363,Fabraz,2015,0.0
4364,Fabraz,2017,0.0
4365,Fabricated Reality Software,2017,0.0
4366,Fabrice BIZEC,2017,0.0
4367,Fabrik Games Ltd,2016,0.0
4368,Faceless Studios,2017,0.0
4369,Facepunch Studios,2006,0.0
4370,Facepunch Studios,2013,0.0
4371,"Factor 5,LucasArts",1998,0.0
4372,Factus Games,2017,0.0
4373,"Facundo Balboa,Iván Piccione,Martín Díaz",2017,0.0
4374,Fade Away,2017,0.0
4375,Fading Club,2016,0.0
4376,Failbetter Games,2015,0.0
4377,Failbetter Games,2016,0.0
4378,Failbetter Games,2017,0.0
4379,Fair Games,2017,0.0
4380,Fair Play Labs,2015,0.5
4381,"Fair Weather Studios, LLC",2016,0.0
4382,"Fair Weather Studios, LLC",2017,0.0
4383,Fairytale Distillery,2017,0.25
4384,Fakedice,2016,1.0
4385,Fakt Software,2005,0.0
4386,Fakt Software,2008,0.0
4387,Fakt Software,2009,0.0
4388,Fakt Software,2011,0.0
4389,Fakt Software,2012,0.0
4390,Fakt Software,2013,0.0
4391,Fakt Software,2014,0.0
4392,Fakt Software,2015,0.0
4393,Fakt Software,2016,0.0
4394,Falco Software,2017,0.0
4395,Falcon Development,2017,0.5
4396,Falcoware,2017,0.0
4397,Falkrus,2017,0.0
4398,Fallen Snow Studios,2016,1.0
4399,Fallen Snow Studios,2017,1.0
4400,Fallen Tree Games Ltd,2015,0.0
4401,Fallen Tree Games Ltd,2016,0.0
4402,FallenMaster,2015,0.0
4403,Falling Star Games,2016,0.0
4404,Falling Star Studio,2017,0.0
4405,FamishedMammal,2016,0.0
4406,FanPlymouth,2017,0.0
4407,"Fancy Bytes, Reactor",2014,0.0
4408,"Fancy Bytes, Reactor",2015,0.0
4409,"Fancy Bytes,Reactor",2017,0.0
4410,Fancy Factory,2017,0.0
4411,Fancy Fish Games,2015,0.125
4412,Fancy Fish Games,2017,0.0
4413,FantaBlade Network,2016,0.5
4414,FantaBlade Network,2017,1.0
4415,Fantasia Studio,2017,0.0
4416,"Fantasia Studio,Ray丶",2017,0.0
4417,Fantasy Flight Games,2014,0.0
4418,Fantasy Flight Games,2015,0.0
4419,Fantasy Flight Games,2016,0.5
4420,Fantasy Flight Games,2017,0.3333333333333333
4421,"Fantasy Flight Publishing, Inc.",2011,0.0
4422,Fantogame,2016,0.0
4423,"FantomenK,BubblePipeMedia",2016,0.0
4424,"Far East War Development Team,Relic",2013,1.0
4425,"Far East War Development Team,Relic",2016,1.0
4426,Far Mills,2016,0.0
4427,Far Mills,2017,0.0
4428,"Far Mills,Mysterytag",2016,0.0
4429,Far-off Daydream Games,2018,1.0
4430,FarBox Games,2017,0.0
4431,FarSight Studios,2013,0.14285714285714285
4432,FarSight Studios,2014,0.0
4433,FarSight Studios,2015,0.0
4434,FarSight Studios,2016,0.0
4435,FarSight Studios,2017,0.0
4436,"FarSight Studios, Inc.",2016,0.18181818181818182
4437,"FarSight Studios, Inc.",2017,0.0
4438,FarSpace Studios,2015,0.0
4439,"FarSpace Studios,Andrew Lloyd",2015,0.0
4440,Faravid Interactive,2014,0.0
4441,Faria,2016,0.0
4442,Faris Mohammed,2015,0.0
4443,Farjay.com,2016,0.0
4444,Farlight Games Industry,2015,0.0
4445,FarmerGnome,2015,0.0
4446,FarrugiaSoft,2015,0.0
4447,Farsky Interactive,2014,0.0
4448,Farsky Interactive,2016,0.0
4449,Fascimania,2014,0.0
4450,Fascimania,2016,0.0
4451,Fasold Games,2017,0.6666666666666666
4452,Fast Fall Studios,2017,1.0
4453,Fast Forward Games,2016,1.0
4454,FastRam Design,2016,0.0
4455,FastRolling,2017,0.0
4456,Fastbird Dev Studio,2017,0.0
4457,Fastermind Games,2015,0.0
4458,Fastermind Games,2016,0.0
4459,Fastermind Games,2017,0.5
4460,Fastline Simulation,2015,0.0
4461,Fastline Simulation,2016,0.0
4462,Fat Bomb Studios,2017,0.0
4463,Fat Loot Games,2015,0.0
4464,Fat Panda Games,2016,0.0
4465,Fat Walrus Games,2016,0.0
4466,Fatalitech,2017,0.0
4467,"Fatbard,Boncho Games (made the game)",2016,0.0
4468,"Fatbot Games, s. r. o.",2017,0.0
4469,Fatih KAYA,2017,0.0
4470,Faton,2013,0.0
4471,Faton,2014,0.0
4472,Faton,2016,0.0
4473,Fatshark,2010,0.0
4474,Fatshark,2011,0.3333333333333333
4475,Fatshark,2012,0.0
4476,Fatshark,2014,0.0
4477,Fatshark,2015,0.6666666666666666
4478,Fatshark,2016,0.3333333333333333
4479,Fatshark,2017,0.125
4480,Faultline Games,2014,0.0
4481,Faux-Operative Games,2017,0.0
4482,Fayju,2014,0.0
4483,Fazan,2016,0.0
4484,Fazz Brothers,2017,0.0
4485,FeatherFan,2017,0.0
4486,Fedor Votrin,2016,0.0
4487,Fedora Collective,2017,0.0
4488,Fedorov Ilya &amp; Andrew Konovalov,2017,0.0
4489,FeelThere,2015,0.0
4490,FeelThere,2016,0.0
4491,FeelThere,2017,0.0
4492,"Fei,Leo,Yang",2017,0.0
4493,Feline Fuelled Games,2017,0.3333333333333333
4494,Felip Guimerà,2016,0.6666666666666666
4495,Felip Guimerà,2017,0.0
4496,Felipe Nicolazzi,2017,0.0
4497,Felix Nickles,2017,0.0
4498,Felix Schröder,2017,0.0
4499,Felix Wunderlich,2015,0.0
4500,Felix Wunderlich,2016,0.0
4501,Fenix Fire Entertainment,2016,0.0
4502,Fenrir Studios,2015,0.0
4503,Feperd Games,2017,0.0
4504,FergaTroid Studios,2016,1.0
4505,Fermenter Games,2014,0.0
4506,Fermenter Games,2016,0.0
4507,Fermenter Games,2017,0.0
4508,Fernando Cordoba,2016,0.5
4509,"Fernando Ramallo,David Kanaga",2015,0.0
4510,Ferocity 2D,2016,0.0
4511,Ferullo Gaming,2017,0.0
4512,Fervent,2015,1.0
4513,Fervent,2016,1.0
4514,Fever Pitch Studios,2001,0.0
4515,Fewjix,2017,0.0
4516,Fictiorama Studios,2015,0.0
4517,Fiddlesticks Games,2016,0.0
4518,Field of View CE,2017,0.0
4519,Fifth Dimension Company,2016,0.0
4520,"Figurehead Studios,CRASS Studios",2017,0.0
4521,Filament Games,2013,0.0
4522,Filament Games,2014,0.0
4523,Filimundus,2015,0.0
4524,"Filip Dusek, Empty Keys",2017,0.0
4525,"Filip Victor,Valve",2015,1.0
4526,Filippo Ceffa,2016,0.0
4527,Final Boss Entertainment,2014,0.0
4528,Final Form Games,2011,0.0
4529,Final Game Studio,2017,0.0
4530,Finalboss game studio,2015,0.0
4531,Finalspark Gamestudios,2015,0.0
4532,Fingertip Games UK,2015,0.0
4533,Finish Line Games,2016,0.0
4534,"Finji,Kittehface Software",2015,0.0
4535,Finn Morgan,2012,0.0
4536,FiolaSoft Studio,2015,0.25
4537,FiolaSoft Studio,2016,0.5
4538,Firaxis,2013,0.0
4539,Firaxis,2017,0.3333333333333333
4540,Firaxis Games,2001,0.0
4541,Firaxis Games,2005,0.0
4542,Firaxis Games,2006,0.0
4543,Firaxis Games,2007,0.0
4544,Firaxis Games,2008,0.0
4545,Firaxis Games,2013,0.0
4546,Firaxis Games,2014,0.0
4547,Firaxis Games,2015,0.0
4548,"Firaxis Games,Aspyr (Mac and Linux)",2013,0.0
4549,"Firaxis Games,Aspyr (Mac, Linux)",2010,0.0
4550,"Firaxis Games,Aspyr (Mac, Linux)",2011,0.0
4551,"Firaxis Games,Aspyr (Mac, Linux)",2012,0.0
4552,"Firaxis Games,Aspyr (Mac, Linux)",2013,0.0
4553,"Firaxis Games,Aspyr (Mac, Linux)",2014,0.0
4554,"Firaxis Games,Aspyr (Mac, Linux)",2015,0.0
4555,"Firaxis Games,Feral Interactive (Mac)",2006,0.0
4556,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2012,0.0
4557,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2013,0.0
4558,"Firaxis,Aspyr (Mac, Linux)",2016,0.0
4559,"Firaxis,Aspyr (Mac, Linux)",2017,0.0
4560,"Firaxis,Feral Interactive (Linux),Feral Interactive (Mac)",2016,0.0
4561,"Firaxis,Feral Interactive (Mac and Linux)",2016,0.0
4562,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",2016,0.0
4563,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",2017,0.0
4564,Fire Engrave,2017,0.0
4565,Fire Face Corporation,2016,0.0
4566,"Fire Face Corporation,Adult Swim Games",2016,0.0
4567,Fire Hose Games,2013,0.0
4568,Fire Tap Games,2017,0.0
4569,FireBurnGames,2017,0.0
4570,FireFly Studios,2001,0.0
4571,FireFly Studios,2002,0.0
4572,FireFly Studios,2009,0.0
4573,FireFly Studios,2012,0.3333333333333333
4574,FireFly Studios,2014,0.0
4575,FireFly Studios,2015,0.0
4576,FireFly Studios,2017,0.5
4577,"FireFly Studios,Firaxis Games",2006,0.0
4578,FireForge Games,2016,0.0
4579,Fireballed Studio,2017,0.0
4580,Firebase Industries Ltd.,2014,0.0
4581,Firebrand Games,2013,0.0
4582,Firebrush Studios,2016,0.0
4583,Firedance Games,2013,0.0
4584,Firedog Creative Company Limited,2017,0.0
4585,Fireglow,2001,0.0
4586,Fireglow,2002,0.0
4587,Fireglow,2007,0.0
4588,Firehawk Studios,2016,0.0
4589,Firemint,2010,0.0
4590,Fireproof Games,2014,0.0
4591,Fireproof Games,2016,0.0
4592,Firestorm Entertainment,2017,0.0
4593,First Class Simulations,2015,0.0
4594,First Class Simulations,2017,0.0
4595,First Games Interactive,2016,0.0
4596,First Games Interactive,2017,0.0
4597,FirstForever,2015,0.0
4598,FirstForever Studios,2015,0.3333333333333333
4599,Fishcow Studio,2013,0.0
4600,Fishcow Studio,2017,0.0
4601,"Fisher Wagg,Simon Wagg,Aaron Taylor",2017,0.0
4602,Fishing Cactus,2016,0.0
4603,Fishing Cactus,2017,0.0
4604,Fishing Planet LLC,2015,0.3333333333333333
4605,Fishing Planet LLC,2016,0.0
4606,Fishing Planet LLC,2017,0.0
4607,Fishlabs Entertainment GmbH,2012,0.0
4608,Fishmoose Interactive,2017,0.5
4609,Fistful of Frags Team,2014,1.0
4610,Fivang,2015,0.0
4611,Five Archers Games,2014,0.0
4612,Five Archers Games,2015,0.0
4613,Five Cubed,2015,0.0
4614,Five entertainment,2017,0.0
4615,Fiveamp,2017,1.0
4616,Fixer Games,2017,0.0
4617,Fixpoint Productions Ltd.,2014,0.0
4618,Flame Spirit Software Studio,2016,0.0
4619,Flamebait Games,2017,0.0
4620,"Flaming Bat Studios,Bareware Studios",2017,0.0
4621,Flaming Pumpkin Ltd,2015,0.0
4622,Flamy Frog Interactive,2016,0.0
4623,Flamy Frog Interactive,2017,0.0
4624,FlashBack media,2017,0.0
4625,"Flashback Games,The Lordz Games Studio",2011,0.0
4626,"Flashback Games,The Lordz Games Studio",2012,0.0
4627,"Flashback Games,The Lordz Games Studio",2013,0.0
4628,"Flashback Games,The Lordz Games Studio",2014,0.0
4629,"Flashback Games,The Lordz Games Studio",2015,0.16666666666666666
4630,"Flashback Games,The Lordz Games Studio",2016,0.0
4631,"Flashpoint Studios,Nightdive Studios",1994,0.0
4632,Flat Earth Games,2014,0.0
4633,"Flat Earth Games,Epiphany Games",2015,0.0
4634,Flat Software,2012,0.0
4635,Flat Software,2014,0.0
4636,Flat Voxel,2015,0.0
4637,FlatCircle,2017,0.0
4638,FlatRedBall,2016,0.0
4639,Flatbox Studios,2016,0.0
4640,Flatline games,2015,1.0
4641,Fledermaus,2014,0.0
4642,Flenx,2015,0.0
4643,Fletcher's Games,2016,0.0
4644,FlexileStudio,2015,0.0
4645,Flight Systems,2017,0.0
4646,FlightSoft,2017,0.0
4647,Flightless,2015,0.0
4648,FlipSwitch Games,2016,0.0
4649,Flippfly LLC,2015,0.0
4650,Flix Interactive,2015,0.0
4651,"Flo Knödl,Johannes Fischer,Michael Hütter,Christoph Müller,Simon Eberl,Thomas Kern,Lukas Schönwiese",2017,1.0
4652,Floating Island Games,2017,0.0
4653,Floor59Games,2016,0.0
4654,Florent Vieillescazes,2017,0.0
4655,Flow Combine,2014,0.5
4656,Flox Studios Ltd.,2016,0.0
4657,Fluffex Studios,2017,0.0
4658,Fluffy Kitten Studios,2015,0.3333333333333333
4659,Fluffy Kitten Studios,2016,0.0
4660,Fluik Entertainment Inc,2016,0.0
4661,Flump Studios,2013,0.0
4662,Flump Studios,2014,0.5
4663,Flump Studios,2015,0.3333333333333333
4664,Flump Studios,2016,0.0
4665,Fly System,2014,0.0
4666,FlyAnvil,2016,0.5
4667,FlySimWare,2016,0.0
4668,FlySimWare,2017,0.0
4669,Flying Cafe for Semianimals,2015,0.0
4670,Flying Carpets Games,2016,0.0
4671,"Flying Fire, LLC",2017,0.0
4672,Flying Helmet Games,2016,0.0
4673,Flying Helmet Games,2017,0.0
4674,Flying Kiwi,2017,0.0
4675,Flying Mollusk,2016,0.0
4676,Flying Mollusk,2017,0.0
4677,"Flying Mollusk, LLC",2015,0.0
4678,Flying Oak Games,2016,0.0
4679,Flying Rain,2017,0.0
4680,Flying Robot Studios,2017,0.0
4681,Flying Wild Hog,2012,0.5
4682,Flying Wild Hog,2013,0.0
4683,Flying Wild Hog,2014,0.0
4684,Flying Wild Hog,2016,0.5
4685,Flying Wild Hog,2017,0.5
4686,Flying. Stone. Production,2017,0.0
4687,Flyleap Studios,2016,1.0
4688,Flyleap Studios,2017,0.0
4689,Flyleap Studios Pty. Ltd.,2013,0.0
4690,FlynnFour Games,2017,0.0
4691,Flynns Arcade,2016,0.0
4692,Flynns Arcade,2017,0.0
4693,FobTi interactive,2014,0.0
4694,FobTi interactive,2016,0.0
4695,Focus Home Interactive,2013,0.0
4696,Focus Home Interactive,2015,0.5
4697,Focus Multimedia,2016,0.0
4698,Foggybus,2016,0.0
4699,Fold Up Studios,2017,0.0
4700,FomoonSoft,2017,0.0
4701,Foolish Mortals Games,2017,0.0
4702,"Foot in the Box, LLC",2015,0.0
4703,"Footmade,Dagestan Technology",2015,0.0
4704,For All To Play,2014,0.5
4705,For All To Play,2016,1.0
4706,For Kids,2017,0.05263157894736842
4707,Forbes  Consult Ltd,2015,0.0
4708,Forbes Consult Ltd,2015,1.0
4709,Force Of Habit,2014,0.0
4710,Forceight,2016,0.0
4711,Forcequitapplicatons,2015,0.0
4712,Foremost Games,2017,0.0
4713,ForepawSoft,2014,1.0
4714,ForepawSoft,2016,1.0
4715,Forever Entertainment S. A.,2011,0.0
4716,Forever Entertainment S. A.,2013,0.0
4717,Forever Entertainment S. A.,2014,0.5
4718,Forever Entertainment S. A.,2015,0.0
4719,Forever Entertainment S. A.,2016,0.0
4720,Forever Entertainment S. A.,2017,1.0
4721,Forever Interactive Inc.,2018,1.0
4722,"ForeverBound,Valiant,RollingFacade",2015,0.0
4723,Forge Reply,2013,0.0
4724,Forge Reply srl,2014,0.0
4725,Forge Reply srl,2015,0.0
4726,Forgotten Games,2016,0.0
4727,Forgotten Key,2017,0.0
4728,Fork Particle Games,2016,1.0
4729,Format,2017,0.0
4730,Formosoft International,2015,0.0
4731,Formslingers,2017,0.0
4732,Forrest Keel,2016,0.0
4733,Forte Sounds,2014,0.0
4734,Forthright Casual Games,2016,0.0
4735,"Forthright Casual Games,Beyond-Limits-Games",2015,0.0
4736,Forthright Entertainment,2016,0.0
4737,"Fortress Forever Development Team,Trepid Studios",2007,1.0
4738,Forward Instinct,2017,0.0
4739,Fosfatina Ediciones,2017,0.0
4740,Four Circle Interactive,2014,0.0
4741,Four Circle Interactive,2016,0.0
4742,Four Eyes Productions,2016,1.0
4743,Four Eyes Productions,2017,0.0
4744,Four Lights,2014,1.0
4745,Four Lights,2015,0.0
4746,Four Mans Games L.L.C.,2016,0.0
4747,Four Quarters,2015,0.0
4748,Four Winged Studio,2016,0.0
4749,FourbitFriday,2015,0.0
4750,Fourfold Games,2017,0.0
4751,Fowers Games,2017,0.0
4752,Fox Dawn,2016,1.0
4753,Foxie Games,2017,0.0
4754,"Fractal Box,Moving Player",2016,0.0
4755,Fractal Phase,2017,0.0
4756,Fragment Production Ltd,2014,0.0
4757,Fragment Production Ltd.,2015,0.0
4758,FrameLineNetwork,2015,0.0
4759,FrameLineNetwork,2016,0.0
4760,FrameLineNetwork Kft.,2014,0.0
4761,Francesco Pellaco,2016,0.0
4762,Francesco Trovato,2016,0.0
4763,Francois Braud (Volatile Dove),2016,0.0
4764,Francois Roussel,2016,0.0
4765,Frank J Sudol,2017,0.0
4766,Frank Lucas,2016,1.0
4767,"FranticDreamer,SpoNk",2017,0.0
4768,Fraoula,2016,0.0
4769,FreakZone Games,2013,0.0
4770,FreakZone Games,2015,0.0
4771,FreakZone Games,2016,0.0
4772,FreakZone Games,2017,0.0
4773,Freakinware Limited,2016,1.0
4774,Freakinware Studios,2015,1.0
4775,Freakinware Studios,2016,1.0
4776,Fred Ells,2018,0.0
4777,Fred Wood,2014,0.0
4778,Fred Wood,2017,0.0
4779,"Fred Wood,James Bennett",2015,0.0
4780,Frederik Holst,2017,0.0
4781,"Free Games Info,hyperboreanGames",2016,0.5
4782,Free Lives,2014,1.0
4783,Free Lives,2015,0.0
4784,Free Lives,2016,0.0
4785,Free Range Games,2016,1.0
4786,Free Range Games,2017,0.0
4787,Free Reign Entertainment,2015,1.0
4788,Free Time Farmers,2017,0.0
4789,Freebird Games,2011,0.0
4790,Freebird Games,2012,0.0
4791,Freebird Games,2014,0.0
4792,Freebird Games,2015,0.6666666666666666
4793,Freebird Games,2017,0.0
4794,Freebird Games,2021,0.0
4795,Freedom Factory,2014,0.0
4796,Freedomize Studio,2016,0.0
4797,Freedomize Studio,2017,0.0
4798,Freegamer,2014,0.0
4799,Freehold Games,2014,0.0
4800,Freehold Games,2015,0.0
4801,Freejam,2016,0.0
4802,Freejam,2017,1.0
4803,Freekstorm,2017,0.0
4804,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",1999,0.0
4805,"Freeze Tag Inc.,iQ212",2009,0.0
4806,FreezeNova,2016,0.0
4807,FreezeNova,2017,0.0
4808,Frere d'Arme,2016,1.0
4809,Fresh3D,2014,0.0
4810,"FreshGem,Zillion Whales",2015,0.0
4811,Freshly Squeezed,2016,0.0
4812,"Freshly Squeezed,Joel Forssell",2016,0.0
4813,Freshtrax,2017,0.0
4814,Frictional Games,2007,0.0
4815,Frictional Games,2009,0.0
4816,Frictional Games,2010,0.0
4817,Frictional Games,2015,0.0
4818,Friendly Cactus,2016,0.0
4819,Friendly Cactus,2017,0.0
4820,Frima,2009,0.0
4821,Frima Studio,2013,0.0
4822,Frima Studio,2014,0.0
4823,Frima Studio,2015,0.0
4824,Frima Studio,2016,0.0
4825,Frisky Fatal Games,2016,0.0
4826,Frismos,2017,0.0
4827,Frizzank,2017,0.0
4828,Frog the Door Games,2017,0.0
4829,Frogames,2008,0.0
4830,Frogames,2016,0.0
4831,Frogames,2017,0.0
4832,Frogdice,2014,0.0
4833,Frogdice,2017,0.3333333333333333
4834,Frogmind,2015,0.0
4835,Frogshark,2016,0.0
4836,Frogsong Studios AB,2015,0.0
4837,Frogwares,2003,0.0
4838,Frogwares,2004,0.0
4839,Frogwares,2008,0.25
4840,Frogwares,2009,0.0
4841,Frogwares,2012,0.0
4842,Frogwares,2013,0.0
4843,Frogwares,2014,0.0
4844,Frogwares,2016,0.5
4845,Frolov Pavel,2017,0.0
4846,From Earth Team,2016,1.0
4847,From Nothing Game Studios,2015,0.0
4848,From Soy Sauce LLC,2010,0.0
4849,From Soy Sauce LLC,2012,0.0
4850,From Soy Sauce LLC,2015,0.3333333333333333
4851,From Soy Sauce LLC,2016,0.0
4852,From The Bard,2016,0.0
4853,From The Bard,2017,0.0
4854,FromSoftware,2009,0.0
4855,FromSoftware,2012,0.0
4856,"FromSoftware, Inc",2014,0.0
4857,"FromSoftware, Inc",2015,0.0
4858,"FromSoftware, Inc.",2016,0.0
4859,"FromSoftware, Inc.",2017,0.0
4860,Frontier,2007,0.0
4861,Frontier Developments,2016,0.0
4862,Frontier Developments,2017,0.0
4863,Frontier Works,2014,0.0
4864,Frontier Works,2015,0.0
4865,"Frontier,Aspyr (Mac)",2006,0.0
4866,Frontwing,2015,0.0
4867,Frontwing,2016,0.0
4868,Frontwing,2017,0.0
4869,Frost Earth Studio,2014,0.0
4870,Frost Studios,2017,0.0
4871,Frostbullet,2017,0.0
4872,Frostcloud Studios,2015,0.0
4873,Frostflake Studios,2017,0.0
4874,Frozen District,2015,0.0
4875,Frozen Flame,2016,0.0
4876,Frozen Flame,2017,0.0
4877,Frozen Orb,2015,0.0
4878,Frozen Rose,2017,0.0
4879,Frozen Yak Entertainment,2014,1.0
4880,"FrozenCrate, LLC",2017,0.0
4881,FrozenPepper,2017,0.0
4882,FrozenPepper S.R.L,2017,0.058823529411764705
4883,Frozenbyte,2006,0.0
4884,Frozenbyte,2007,0.0
4885,Frozenbyte,2009,0.0
4886,Frozenbyte,2013,0.0
4887,Frozenbyte,2015,0.0
4888,Frozenbyte,2016,0.0
4889,Frozenbyte,2017,0.0
4890,Frozenmark Games,2016,0.0
4891,Frudelsoft,2016,1.0
4892,Frymore,2017,0.0
4893,Fueled By Rockets,2017,0.0
4894,Fuero Games,2016,0.5
4895,Fugazo,2014,0.0
4896,Fugitive Games,2016,0.0
4897,Fula Fisken,2016,1.0
4898,Full Control,2014,0.0
4899,Full Control,2015,0.0
4900,Full Control Studios,2013,0.0
