,user_id,items_count,price,recommend
20622,76561198065082585,1,9.99,Sin Recomendaciones
20623,76561198065084165,73,617.61,100.0
20624,76561198065087642,24,287.83,100.0
20625,76561198065093272,3,0.0,Sin Recomendaciones
20626,76561198065093772,26,278.82,100.0
20627,76561198065094638,11,75.92,Sin Recomendaciones
20628,76561198065095032,21,224.88,Sin Recomendaciones
20629,76561198065098536,1,9.99,Sin Recomendaciones
20630,76561198065099332,6,34.97,Sin Recomendaciones
20631,76561198065099902,26,252.29,Sin Recomendaciones
20632,76561198065102350,84,149.89,100.0
20633,76561198065102743,24,219.88,Sin Recomendaciones
20634,76561198065103023,65,585.4,Sin Recomendaciones
20635,76561198065105486,12,54.95,100.0
20636,76561198065106040,12,104.96000000000001,Sin Recomendaciones
20637,76561198065108370,21,271.85,Sin Recomendaciones
20638,76561198065109539,69,508.62,Sin Recomendaciones
20639,76561198065109854,118,1488.17,100.0
20640,76561198065111691,19,99.92,Sin Recomendaciones
20641,76561198065112577,18,267.91,Sin Recomendaciones
20642,76561198065114518,20,93.9,Sin Recomendaciones
20643,76561198065114521,39,287.8,Sin Recomendaciones
20644,76561198065117443,6,139.94,Sin Recomendaciones
20645,76561198065119565,3,0.0,Sin Recomendaciones
20646,76561198065120027,51,402.75,100.0
20647,76561198065120985,4,39.98,Sin Recomendaciones
20648,76561198065122793,57,375.2,Sin Recomendaciones
20649,76561198065124079,1,19.99,Sin Recomendaciones
20650,76561198065125693,85,550.54,Sin Recomendaciones
20651,76561198065127669,52,433.16999999999996,Sin Recomendaciones
20652,76561198065128508,13,124.91999999999999,Sin Recomendaciones
20653,76561198065132367,2,29.979999999999997,Sin Recomendaciones
20654,76561198065132551,1,19.99,Sin Recomendaciones
20655,76561198065132744,112,983.63,Sin Recomendaciones
20656,76561198065132942,8,104.94,Sin Recomendaciones
20657,76561198065133047,28,399.76,Sin Recomendaciones
20658,76561198065137041,115,1140.04,Sin Recomendaciones
20659,76561198065137415,71,652.91,50.0
20660,76561198065138903,92,967.4300000000001,100.0
20661,76561198065142613,91,573.64,Sin Recomendaciones
20662,76561198065145032,53,546.6899999999999,100.0
20663,76561198065150170,50,558.72,75.0
20664,76561198065151106,20,470.83,100.0
20665,76561198065155026,19,204.69,Sin Recomendaciones
20666,76561198065156367,11,134.92999999999998,Sin Recomendaciones
20667,76561198065157620,261,3765.92,Sin Recomendaciones
20668,76561198065157784,47,279.84999999999997,Sin Recomendaciones
20669,76561198065159056,1,0.0,Sin Recomendaciones
20670,76561198065159282,6,69.96,Sin Recomendaciones
20671,76561198065159341,2,9.99,Sin Recomendaciones
20672,76561198065160232,37,301.79,Sin Recomendaciones
20673,76561198065160268,59,979.62,100.0
20674,76561198065160792,15,154.92,Sin Recomendaciones
20675,76561198065161919,40,633.53,100.0
20676,76561198065162092,154,1854.27,100.0
20677,76561198065162285,90,775.98,100.0
20678,76561198065162964,12,189.91,Sin Recomendaciones
20679,76561198065164104,17,197.87,Sin Recomendaciones
20680,76561198065164382,114,615.42,Sin Recomendaciones
20681,76561198065164622,14,204.87,Sin Recomendaciones
20682,76561198065166613,42,383.76,Sin Recomendaciones
20683,76561198065166870,7,84.94,Sin Recomendaciones
20684,76561198065167391,2,19.99,Sin Recomendaciones
20685,76561198065170483,11,240.86,Sin Recomendaciones
20686,76561198065170849,1,14.99,Sin Recomendaciones
20687,76561198065171294,63,624.66,100.0
20688,76561198065172264,40,423.76,Sin Recomendaciones
20689,76561198065174439,18,89.96000000000001,Sin Recomendaciones
20690,76561198065175074,21,299.65,Sin Recomendaciones
20691,76561198065175565,10,74.97,Sin Recomendaciones
20692,76561198065175731,7,104.95,Sin Recomendaciones
20693,76561198065179039,5,0.0,Sin Recomendaciones
20694,76561198065179657,4,64.97,Sin Recomendaciones
20695,76561198065183440,1,0.0,Sin Recomendaciones
20696,76561198065183457,36,577.6899999999999,Sin Recomendaciones
20697,76561198065183981,55,558.68,Sin Recomendaciones
20698,76561198065184477,37,352.78999999999996,Sin Recomendaciones
20699,76561198065191239,27,103.89,Sin Recomendaciones
20700,76561198065194571,20,238.82999999999998,Sin Recomendaciones
20701,76561198065194867,1,9.99,Sin Recomendaciones
20702,76561198065200972,33,40.96,Sin Recomendaciones
20703,76561198065204404,52,624.62,Sin Recomendaciones
20704,76561198065206206,16,139.9,Sin Recomendaciones
20705,76561198065206282,26,112.91,Sin Recomendaciones
20706,76561198065207316,20,139.91,Sin Recomendaciones
20707,76561198065212900,111,1814.95,100.0
20708,76561198065213080,73,1189.42,Sin Recomendaciones
20709,76561198065213595,2,9.99,Sin Recomendaciones
20710,76561198065216970,28,169.89999999999998,Sin Recomendaciones
20711,76561198065219253,5,44.97,Sin Recomendaciones
20712,76561198065219932,158,1698.79,Sin Recomendaciones
20713,76561198065220069,3,14.99,Sin Recomendaciones
20714,76561198065220915,29,99.92999999999999,100.0
20715,76561198065221930,110,1447.48,100.0
20716,76561198065223479,35,302.86,Sin Recomendaciones
20717,76561198065225301,26,54.96,Sin Recomendaciones
20718,76561198065225891,32,345.78,Sin Recomendaciones
20719,76561198065227691,47,415.76,100.0
20720,76561198065228325,61,1199.24,Sin Recomendaciones
20721,76561198065230677,21,20.97,Sin Recomendaciones
20722,76561198065230831,2,14.99,Sin Recomendaciones
20723,76561198065231035,25,324.87,Sin Recomendaciones
20724,76561198065231767,8,34.97,Sin Recomendaciones
20725,76561198065232847,39,523.6899999999999,Sin Recomendaciones
20726,76561198065233748,7,59.99,Sin Recomendaciones
20727,76561198065238937,31,214.92000000000002,Sin Recomendaciones
20728,76561198065242835,20,99.93,Sin Recomendaciones
20729,76561198065247420,165,881.41,100.0
20730,76561198065247694,157,1344.1,80.0
20731,76561198065247809,170,947.22,Sin Recomendaciones
20732,76561198065250382,77,817.29,Sin Recomendaciones
20733,76561198065255746,19,71.94,Sin Recomendaciones
20734,76561198065259280,21,269.86,Sin Recomendaciones
20735,76561198065259616,15,104.92999999999999,Sin Recomendaciones
20736,76561198065259832,43,243.82,100.0
20737,76561198065265998,48,637.68,33.33333333333333
20738,76561198065269454,52,531.68,Sin Recomendaciones
20739,76561198065269662,47,541.72,100.0
20740,76561198065271610,45,470.66999999999996,Sin Recomendaciones
20741,76561198065272340,58,574.67,Sin Recomendaciones
20742,76561198065273359,27,520.5600000000001,Sin Recomendaciones
20743,76561198065275573,62,449.7,Sin Recomendaciones
20744,76561198065277893,74,816.52,Sin Recomendaciones
20745,76561198065280859,11,154.94,Sin Recomendaciones
20746,76561198065281669,81,823.41,50.0
20747,76561198065282683,11,69.92999999999999,Sin Recomendaciones
20748,76561198065283446,78,1093.3999999999999,Sin Recomendaciones
20749,76561198065283566,226,2767.42,100.0
20750,76561198065283843,29,412.77000000000004,Sin Recomendaciones
20751,76561198065284118,66,629.61,Sin Recomendaciones
20752,76561198065284243,174,1498.8899999999999,Sin Recomendaciones
20753,76561198065284581,121,1586.8,Sin Recomendaciones
20754,76561198065285859,12,24.98,Sin Recomendaciones
20755,76561198065290268,1,0.0,Sin Recomendaciones
20756,76561198065295583,14,69.96,Sin Recomendaciones
20757,76561198065295843,15,184.88,Sin Recomendaciones
20758,76561198065297006,22,221.84,Sin Recomendaciones
20759,76561198065298604,5,92.96000000000001,Sin Recomendaciones
20760,76561198065300159,16,114.92999999999999,100.0
20761,76561198065304760,122,1380.29,50.0
20762,76561198065305102,17,114.92,100.0
20763,76561198065312112,106,966.2,Sin Recomendaciones
20764,76561198065312262,113,1115.54,Sin Recomendaciones
20765,76561198065312784,62,734.62,Sin Recomendaciones
20766,76561198065314050,83,766.37,Sin Recomendaciones
20767,76561198065315118,2,19.99,Sin Recomendaciones
20768,76561198065316050,12,0.0,Sin Recomendaciones
20769,76561198065316849,4,34.98,Sin Recomendaciones
20770,76561198065318141,45,615.64,Sin Recomendaciones
20771,76561198065319354,13,39.97,Sin Recomendaciones
20772,76561198065319540,4,39.97,Sin Recomendaciones
20773,76561198065320076,5,0.0,Sin Recomendaciones
20774,76561198065320386,137,1732.04,Sin Recomendaciones
20775,76561198065322037,92,1133.25,Sin Recomendaciones
20776,76561198065322078,6,14.99,Sin Recomendaciones
20777,76561198065322400,158,917.34,Sin Recomendaciones
20778,76561198065322874,60,699.56,100.0
20779,76561198065323406,11,77.96000000000001,Sin Recomendaciones
20780,76561198065324354,103,1282.43,Sin Recomendaciones
20781,76561198065324697,63,649.55,Sin Recomendaciones
20782,76561198065325029,2,160.91,Sin Recomendaciones
20783,76561198065325879,1,0.0,Sin Recomendaciones
20784,76561198065325994,38,355.81,Sin Recomendaciones
20785,76561198065326032,82,956.91,100.0
20786,76561198065327714,2,0.0,Sin Recomendaciones
20787,76561198065327803,50,731.38,Sin Recomendaciones
20788,76561198065329555,27,315.84,Sin Recomendaciones
20789,76561198065330196,38,302.75,100.0
20790,76561198065330706,1,14.99,Sin Recomendaciones
20791,76561198065331111,77,877.17,Sin Recomendaciones
20792,76561198065331313,20,139.9,Sin Recomendaciones
20793,76561198065332338,9,119.89,Sin Recomendaciones
20794,76561198065333715,19,292.85,Sin Recomendaciones
20795,76561198065333897,21,314.63,Sin Recomendaciones
20796,76561198065335003,5,44.96,100.0
20797,76561198065335555,44,631.68,Sin Recomendaciones
20798,76561198065336425,68,914.54,Sin Recomendaciones
20799,76561198065336463,96,1966.1399999999999,Sin Recomendaciones
20800,76561198065336779,33,544.73,Sin Recomendaciones
20801,76561198065337307,12,172.91,Sin Recomendaciones
20802,76561198065337651,196,2022.86,100.0
20803,76561198065338189,74,786.07,100.0
20804,76561198065338485,226,2905.11,100.0
20805,76561198065340769,84,902.3199999999999,83.33333333333334
20806,76561198065340949,193,2806.54,100.0
20807,76561198065344627,43,881.42,100.0
20808,76561198065351104,41,329.61,100.0
20809,76561198065357325,96,1230.12,Sin Recomendaciones
20810,76561198065360848,21,283.87,Sin Recomendaciones
20811,76561198065362504,123,700.21,Sin Recomendaciones
20812,76561198065368000,1,0.0,Sin Recomendaciones
20813,76561198065368204,68,634.64,Sin Recomendaciones
20814,76561198065370498,2,24.98,Sin Recomendaciones
20815,76561198065370546,12,89.94,Sin Recomendaciones
20816,76561198065372200,21,64.95,Sin Recomendaciones
20817,76561198065375957,52,528.6899999999999,Sin Recomendaciones
20818,76561198065376528,40,361.72999999999996,Sin Recomendaciones
20819,76561198065377072,3,19.99,Sin Recomendaciones
20820,76561198065377325,4,19.99,Sin Recomendaciones
20821,76561198065379054,1,19.99,Sin Recomendaciones
20822,76561198065379479,2,0.0,Sin Recomendaciones
20823,76561198065379833,69,722.59,Sin Recomendaciones
20824,76561198065381278,11,89.94,Sin Recomendaciones
20825,76561198065382513,6,74.96,Sin Recomendaciones
20826,76561198065382572,4,34.98,Sin Recomendaciones
20827,76561198065383215,2,9.99,Sin Recomendaciones
20828,76561198065383443,23,234.85,Sin Recomendaciones
20829,76561198065383899,332,2997.7799999999997,Sin Recomendaciones
20830,76561198065384340,5,24.98,Sin Recomendaciones
20831,76561198065385617,4,19.99,Sin Recomendaciones
20832,76561198065386712,47,229.85999999999999,Sin Recomendaciones
20833,76561198065388255,74,905.47,100.0
20834,76561198065389308,41,294.82,Sin Recomendaciones
20835,76561198065389357,55,222.82,100.0
20836,76561198065389725,14,24.98,Sin Recomendaciones
20837,76561198065391655,78,830.36,Sin Recomendaciones
20838,76561198065392001,27,326.8,100.0
20839,76561198065392103,2,9.99,Sin Recomendaciones
20840,76561198065393275,11,74.94999999999999,100.0
20841,76561198065393901,3,19.98,Sin Recomendaciones
20842,76561198065395473,142,1223.35,Sin Recomendaciones
20843,76561198065395697,8,219.93,Sin Recomendaciones
20844,76561198065399040,10,85.95,Sin Recomendaciones
20845,76561198065406353,1,0.0,Sin Recomendaciones
20846,76561198065408325,101,1180.31,Sin Recomendaciones
20847,76561198065410780,82,823.51,100.0
20848,76561198065411346,67,688.37,Sin Recomendaciones
20849,76561198065412334,47,558.68,100.0
20850,76561198065412396,42,167.88,Sin Recomendaciones
20851,76561198065412780,15,119.96,Sin Recomendaciones
20852,76561198065414275,59,679.66,100.0
20853,76561198065416066,33,372.77,Sin Recomendaciones
20854,76561198065416360,9,12.99,Sin Recomendaciones
20855,76561198065416634,74,873.43,66.66666666666666
20856,76561198065420140,69,730.59,100.0
20857,76561198065420668,6,9.99,Sin Recomendaciones
20858,76561198065423408,3,9.99,Sin Recomendaciones
20859,76561198065424228,29,389.65999999999997,Sin Recomendaciones
20860,76561198065425354,84,470.52,100.0
20861,76561198065426720,102,1238.1,100.0
20862,76561198065427146,50,219.87,Sin Recomendaciones
20863,76561198065427296,35,232.88,Sin Recomendaciones
20864,76561198065429060,92,937.33,100.0
20865,76561198065429772,7,70.94999999999999,Sin Recomendaciones
20866,76561198065429967,20,477.76,100.0
20867,76561198065430945,2,0.0,Sin Recomendaciones
20868,76561198065431856,19,219.92,Sin Recomendaciones
20869,76561198065432658,1,9.99,Sin Recomendaciones
20870,76561198065434388,4,59.96,Sin Recomendaciones
20871,76561198065436279,21,99.92,Sin Recomendaciones
20872,76561198065437164,44,662.65,Sin Recomendaciones
20873,76561198065438445,155,1163.61,50.0
20874,76561198065438805,1,9.99,Sin Recomendaciones
20875,76561198065439231,42,547.68,100.0
20876,76561198065440348,8,9.99,Sin Recomendaciones
20877,76561198065440703,23,149.9,Sin Recomendaciones
20878,76561198065442116,25,69.95,Sin Recomendaciones
20879,76561198065442716,40,524.6899999999999,Sin Recomendaciones
20880,76561198065445229,42,305.79,75.0
20881,76561198065445792,83,189.89,Sin Recomendaciones
20882,76561198065446130,110,1081.17,66.66666666666666
20883,76561198065446443,4,19.99,100.0
20884,76561198065446618,42,324.85,Sin Recomendaciones
20885,76561198065448616,44,482.8,Sin Recomendaciones
20886,76561198065449170,33,252.82,Sin Recomendaciones
20887,76561198065449181,27,244.85,Sin Recomendaciones
20888,76561198065450217,96,1249.2,Sin Recomendaciones
20889,76561198065450409,38,170.87,Sin Recomendaciones
20890,76561198065451953,16,144.89,100.0
20891,76561198065453131,6,2.99,Sin Recomendaciones
20892,76561198065454160,2,19.99,Sin Recomendaciones
20893,76561198065456583,32,381.76,Sin Recomendaciones
20894,76561198065456667,58,414.79,Sin Recomendaciones
20895,76561198065458743,3,0.0,Sin Recomendaciones
20896,76561198065459329,24,179.89,Sin Recomendaciones
20897,76561198065462175,26,119.73,Sin Recomendaciones
20898,76561198065462864,56,626.7,Sin Recomendaciones
20899,76561198065466146,38,255.81,100.0
20900,76561198065469224,60,485.57,100.0
20901,76561198065469914,109,900.52,Sin Recomendaciones
20902,76561198065473176,31,370.81,100.0
20903,76561198065473522,13,122.91,Sin Recomendaciones
20904,76561198065477312,183,2502.34,Sin Recomendaciones
20905,76561198065477704,21,94.94,Sin Recomendaciones
20906,76561198065478709,31,190.85999999999999,100.0
20907,76561198065480864,80,163.87,Sin Recomendaciones
20908,76561198065481843,11,79.94999999999999,Sin Recomendaciones
20909,76561198065482202,7,9.99,Sin Recomendaciones
20910,76561198065483783,32,149.93,Sin Recomendaciones
20911,76561198065484906,35,494.8,100.0
20912,76561198065486354,2,4.99,Sin Recomendaciones
20913,76561198065488954,59,434.76,100.0
20914,76561198065489132,39,426.75,100.0
20915,76561198065490116,2,19.98,Sin Recomendaciones
20916,76561198065491382,84,848.52,100.0
20917,76561198065493192,20,74.95,100.0
20918,76561198065494354,1,0.0,Sin Recomendaciones
20919,76561198065494536,34,305.76,Sin Recomendaciones
20920,76561198065498032,77,610.67,Sin Recomendaciones
20921,76561198065501715,53,749.64,Sin Recomendaciones
20922,76561198065502779,30,376.83000000000004,Sin Recomendaciones
20923,76561198065503984,27,529.85,Sin Recomendaciones
20924,76561198065504091,43,289.81,100.0
20925,76561198065505605,35,420.8,Sin Recomendaciones
20926,76561198065505980,56,554.7,Sin Recomendaciones
20927,76561198065507015,44,209.85,Sin Recomendaciones
20928,76561198065507239,8,67.95,Sin Recomendaciones
20929,76561198065507778,12,114.94,Sin Recomendaciones
20930,76561198065509792,40,379.76,Sin Recomendaciones
20931,76561198065509847,35,579.71,0.0
20932,76561198065509945,23,24.98,Sin Recomendaciones
20933,76561198065510799,22,214.86,Sin Recomendaciones
20934,76561198065512287,140,1649.7,Sin Recomendaciones
20935,76561198065513197,2,0.0,Sin Recomendaciones
20936,76561198065514797,154,1365.95,100.0
20937,76561198065516619,3,19.98,Sin Recomendaciones
20938,76561198065517231,11,39.97,Sin Recomendaciones
20939,76561198065517967,18,234.92000000000002,Sin Recomendaciones
20940,76561198065522717,18,114.95,Sin Recomendaciones
20941,76561198065524829,16,149.89,Sin Recomendaciones
20942,76561198065530822,24,250.87,Sin Recomendaciones
20943,76561198065531128,91,792.49,Sin Recomendaciones
20944,76561198065540830,1,0.0,Sin Recomendaciones
20945,76561198065542848,29,370.76,Sin Recomendaciones
20946,76561198065543534,3,44.97,Sin Recomendaciones
20947,76561198065543802,5,19.99,Sin Recomendaciones
20948,76561198065547526,10,89.91,Sin Recomendaciones
20949,76561198065554374,153,1290.69,100.0
20950,76561198065556158,39,320.82,Sin Recomendaciones
20951,76561198065557256,57,314.86,Sin Recomendaciones
20952,76561198065557906,68,1163.48,Sin Recomendaciones
20953,76561198065558401,7,24.98,Sin Recomendaciones
20954,76561198065558436,20,0.0,Sin Recomendaciones
20955,76561198065559914,1,0.0,Sin Recomendaciones
20956,76561198065560065,25,240.85999999999999,Sin Recomendaciones
20957,76561198065560212,17,179.89,Sin Recomendaciones
20958,76561198065560677,47,443.77,Sin Recomendaciones
20959,76561198065560973,47,176.92,100.0
20960,76561198065562048,8,24.98,100.0
20961,76561198065563256,2,39.98,Sin Recomendaciones
20962,76561198065563419,63,907.4599999999999,Sin Recomendaciones
20963,76561198065563665,7,19.99,Sin Recomendaciones
20964,76561198065566773,1,29.99,Sin Recomendaciones
20965,76561198065569809,99,1026.38,100.0
20966,76561198065570587,52,719.71,Sin Recomendaciones
20967,76561198065574640,5,54.97,Sin Recomendaciones
20968,76561198065575065,47,1045.57,Sin Recomendaciones
20969,76561198065576802,15,212.89,Sin Recomendaciones
20970,76561198065578473,12,69.95,Sin Recomendaciones
20971,76561198065579633,84,750.52,Sin Recomendaciones
20972,76561198065580736,29,98.91,Sin Recomendaciones
20973,76561198065580925,218,3378.21,Sin Recomendaciones
20974,76561198065581235,94,910.42,Sin Recomendaciones
20975,76561198065584516,3,19.98,Sin Recomendaciones
20976,76561198065584706,7,99.94,Sin Recomendaciones
20977,76561198065591486,3,19.99,Sin Recomendaciones
20978,76561198065592346,42,268.77,0.0
20979,76561198065593074,111,1059.3899999999999,50.0
20980,76561198065595575,14,54.97,Sin Recomendaciones
20981,76561198065596666,1,0.0,Sin Recomendaciones
20982,76561198065596988,15,9.99,Sin Recomendaciones
20983,76561198065597741,14,44.97,Sin Recomendaciones
20984,76561198065598096,15,83.93,Sin Recomendaciones
20985,76561198065598523,1,0.0,Sin Recomendaciones
20986,76561198065598964,6,64.96,100.0
20987,76561198065600966,6,34.97,Sin Recomendaciones
20988,76561198065601268,149,2045.03,0.0
20989,76561198065602905,4,39.97,Sin Recomendaciones
20990,76561198065602930,27,87.94,Sin Recomendaciones
20991,76561198065603460,225,2160.45,100.0
20992,76561198065604263,11,119.95,Sin Recomendaciones
20993,76561198065604863,51,458.68,100.0
20994,76561198065605391,7,9.99,Sin Recomendaciones
20995,76561198065606007,90,1389.16,100.0
20996,76561198065606471,14,129.94,Sin Recomendaciones
20997,76561198065607331,49,585.64,Sin Recomendaciones
20998,76561198065609213,32,266.3,Sin Recomendaciones
20999,76561198065612687,13,109.94,100.0
21000,76561198065613766,69,693.5,Sin Recomendaciones
21001,76561198065614463,89,1212.09,Sin Recomendaciones
21002,76561198065620213,64,928.55,Sin Recomendaciones
21003,76561198065621863,48,351.75,Sin Recomendaciones
21004,76561198065622329,45,244.88,Sin Recomendaciones
21005,76561198065624511,16,116.91,100.0
21006,76561198065626694,22,274.88,Sin Recomendaciones
21007,76561198065627163,56,719.63,Sin Recomendaciones
21008,76561198065633680,44,366.78,100.0
21009,76561198065634162,50,379.74,100.0
21010,76561198065635105,50,608.64,100.0
21011,76561198065635892,5,44.96,Sin Recomendaciones
21012,76561198065639052,64,317.8,100.0
21013,76561198065639673,7,76.95,Sin Recomendaciones
21014,76561198065640282,2,0.0,Sin Recomendaciones
21015,76561198065640356,122,1349.08,100.0
21016,76561198065641692,22,29.97,Sin Recomendaciones
21017,76561198065642311,21,164.9,100.0
21018,76561198065642603,153,1500.12,85.71428571428571
21019,76561198065643877,58,571.62,100.0
21020,76561198065645160,74,1532.31,Sin Recomendaciones
21021,76561198065652358,5,19.99,Sin Recomendaciones
21022,76561198065652533,1,160.91,Sin Recomendaciones
21023,76561198065655658,90,927.46,100.0
21024,76561198065656175,110,1046.29,100.0
21025,76561198065656256,77,879.49,Sin Recomendaciones
21026,76561198065656454,42,404.84,Sin Recomendaciones
21027,76561198065658625,8,44.96,Sin Recomendaciones
21028,76561198065659247,15,109.92,Sin Recomendaciones
21029,76561198065661042,30,150.9,Sin Recomendaciones
21030,76561198065661382,136,1887.3899999999999,83.33333333333334
21031,76561198065661418,40,560.72,Sin Recomendaciones
21032,76561198065662487,31,114.92,100.0
21033,76561198065663269,100,728.52,Sin Recomendaciones
21034,76561198065663621,51,463.75,100.0
21035,76561198065663723,15,214.9,Sin Recomendaciones
21036,76561198065663843,17,104.91,Sin Recomendaciones
21037,76561198065668073,75,554.64,Sin Recomendaciones
21038,76561198065668665,22,107.95,Sin Recomendaciones
21039,76561198065673011,5,74.96000000000001,Sin Recomendaciones
21040,76561198065673704,20,124.91999999999999,Sin Recomendaciones
21041,76561198065674303,21,44.95,100.0
21042,76561198065674607,12,114.94,Sin Recomendaciones
21043,76561198065675917,27,244.82,Sin Recomendaciones
21044,76561198065676365,5,34.97,Sin Recomendaciones
21045,76561198065681169,62,391.65,100.0
21046,76561198065681579,6,22.97,Sin Recomendaciones
21047,76561198065689626,50,503.63,Sin Recomendaciones
21048,76561198065691714,69,741.52,Sin Recomendaciones
21049,76561198065695402,197,3967.22,100.0
21050,76561198065695440,41,429.71,Sin Recomendaciones
21051,76561198065695800,15,260.87,Sin Recomendaciones
21052,76561198065696849,84,683.6,100.0
21053,76561198065697781,45,592.73,Sin Recomendaciones
21054,76561198065699448,115,917.22,Sin Recomendaciones
21055,76561198065701302,5,59.97,Sin Recomendaciones
21056,76561198065701482,46,199.87,Sin Recomendaciones
21057,76561198065702678,40,447.74,100.0
21058,76561198065702704,9,44.97,Sin Recomendaciones
21059,76561198065702751,53,684.63,Sin Recomendaciones
21060,76561198065703266,84,907.17,100.0
21061,76561198065703606,15,237.64,Sin Recomendaciones
21062,76561198065705580,85,1335.42,Sin Recomendaciones
21063,76561198065705830,68,428.7,100.0
21064,76561198065706518,296,3706.88,Sin Recomendaciones
21065,76561198065708357,65,660.54,Sin Recomendaciones
21066,76561198065709202,8,44.96,Sin Recomendaciones
21067,76561198065711375,61,521.49,16.666666666666664
21068,76561198065712655,16,74.96,Sin Recomendaciones
21069,76561198065713547,42,77.93,Sin Recomendaciones
21070,76561198065714167,7,89.96000000000001,Sin Recomendaciones
21071,76561198065714626,24,419.90000000000003,100.0
21072,76561198065716681,64,782.54,Sin Recomendaciones
21073,76561198065717368,146,1338.8899999999999,Sin Recomendaciones
21074,76561198065718885,37,418.7,Sin Recomendaciones
21075,76561198065723492,1,0.0,Sin Recomendaciones
21076,76561198065723606,16,79.94,100.0
21077,76561198065725199,55,587.66,100.0
21078,76561198065725333,328,4628.36,100.0
21079,76561198065726114,47,695.4,Sin Recomendaciones
21080,76561198065729239,49,745.6,Sin Recomendaciones
21081,76561198065730591,99,1353.37,100.0
21082,76561198065731671,9,80.92,Sin Recomendaciones
21083,76561198065732499,47,466.7,Sin Recomendaciones
21084,76561198065733438,221,2706.17,Sin Recomendaciones
21085,76561198065733775,77,1074.4,Sin Recomendaciones
21086,76561198065735765,10,89.94999999999999,Sin Recomendaciones
21087,76561198065737772,18,124.91,Sin Recomendaciones
21088,76561198065743925,11,154.93,Sin Recomendaciones
21089,76561198065743933,51,367.72,Sin Recomendaciones
21090,76561198065744700,1,0.0,Sin Recomendaciones
21091,76561198065746586,134,1075.35,100.0
21092,76561198065746928,18,164.88,Sin Recomendaciones
21093,76561198065748614,2,9.99,Sin Recomendaciones
21094,76561198065753980,37,238.88,Sin Recomendaciones
21095,76561198065754112,19,179.88,Sin Recomendaciones
21096,76561198065755120,2,39.99,Sin Recomendaciones
21097,76561198065755282,34,254.88,Sin Recomendaciones
21098,76561198065756613,90,1060.22,Sin Recomendaciones
21099,76561198065756657,20,229.91,Sin Recomendaciones
21100,76561198065758093,3,19.98,Sin Recomendaciones
21101,76561198065758466,6,39.98,Sin Recomendaciones
21102,76561198065763378,1,0.0,Sin Recomendaciones
21103,76561198065763437,53,620.6,100.0
21104,76561198065764432,135,1772.03,100.0
21105,76561198065765216,12,90.92,Sin Recomendaciones
21106,76561198065766333,27,174.92,Sin Recomendaciones
21107,76561198065767818,9,34.97,Sin Recomendaciones
21108,76561198065768035,1,4.99,Sin Recomendaciones
21109,76561198065768313,199,2855.5099999999998,100.0
21110,76561198065769635,2,9.99,Sin Recomendaciones
21111,76561198065770138,32,408.76,Sin Recomendaciones
21112,76561198065771084,109,1317.24,100.0
21113,76561198065771371,64,90.92999999999999,Sin Recomendaciones
21114,76561198065772006,40,359.79999999999995,100.0
21115,76561198065772723,8,29.979999999999997,Sin Recomendaciones
21116,76561198065773341,177,2944.58,Sin Recomendaciones
21117,76561198065774957,24,249.82,Sin Recomendaciones
21118,76561198065775099,116,1182.16,100.0
21119,76561198065775532,116,1080.76,Sin Recomendaciones
21120,76561198065776095,69,167.87,100.0
21121,76561198065776157,90,1202.32,Sin Recomendaciones
21122,76561198065776341,47,139.92000000000002,Sin Recomendaciones
21123,76561198065777651,8,79.96,Sin Recomendaciones
21124,76561198065777833,2,29.979999999999997,Sin Recomendaciones
21125,76561198065778096,7,19.98,Sin Recomendaciones
21126,76561198065778823,19,169.9,Sin Recomendaciones
21127,76561198065779563,17,159.89999999999998,100.0
21128,76561198065781107,19,214.87,Sin Recomendaciones
21129,76561198065782495,37,184.94,100.0
21130,76561198065784545,23,267.86,Sin Recomendaciones
21131,76561198065784635,93,1417.11,Sin Recomendaciones
21132,76561198065784909,57,247.86,100.0
21133,76561198065785303,36,328.82,100.0
21134,76561198065785463,93,1527.02,Sin Recomendaciones
21135,76561198065795972,73,1015.5,100.0
21136,76561198065800108,67,163.88,Sin Recomendaciones
21137,76561198065808622,7,29.97,Sin Recomendaciones
21138,76561198065810156,3,19.98,Sin Recomendaciones
21139,76561198065810697,40,510.71999999999997,Sin Recomendaciones
21140,76561198065810866,19,130.91,Sin Recomendaciones
21141,76561198065811606,4,14.99,Sin Recomendaciones
21142,76561198065813250,8,39.98,Sin Recomendaciones
21143,76561198065816242,5,64.96,Sin Recomendaciones
21144,76561198065816461,37,224.86999999999998,Sin Recomendaciones
21145,76561198065816760,24,144.9,Sin Recomendaciones
21146,76561198065817944,4,210.89,Sin Recomendaciones
21147,76561198065819259,5,59.95,Sin Recomendaciones
21148,76561198065819328,45,110.92,Sin Recomendaciones
21149,76561198065820599,15,49.97,Sin Recomendaciones
21150,76561198065820870,46,655.65,Sin Recomendaciones
21151,76561198065820911,75,449.78000000000003,100.0
21152,76561198065821181,71,750.55,Sin Recomendaciones
21153,76561198065823884,28,279.79,Sin Recomendaciones
21154,76561198065827093,146,1820.2,Sin Recomendaciones
21155,76561198065827289,154,1992.71,Sin Recomendaciones
21156,76561198065827553,105,633.54,100.0
21157,76561198065828015,2,19.98,Sin Recomendaciones
21158,76561198065828841,10,64.97,Sin Recomendaciones
21159,76561198065830955,13,123.9,Sin Recomendaciones
